,year,filiere,banque,ecole,inscrits_nb,inscrits_filles,inscrits_cinq_demi,admissibles_nb,admissibles_filles,admissibles_cinq_demi,classes_nb,classes_filles,classes_cinq_demi,rg_dernier_appele,integres_nb,integres_filles,integres_cinq_demi,places,appeles,integres_rg_median,integres_rg_moyen,longitude,latitude,postalcode
6342,2014,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1731,41.0,19.0,35.0,60.0,,,,5.710399499999999,45.1949333,38
6343,2014,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1425,43.0,18.0,24.0,45.0,,,,5.710399499999999,45.1949333,38
6344,2014,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,582.0,5.0,20.0,0.0,3.0,,,,5.710399499999999,45.1949333,38
6345,2014,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1609,40.0,20.0,23.0,38.0,,,,5.710399499999999,45.1949333,38
6346,2015,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1306,40.0,20.0,13.0,45.0,,,,5.710399499999999,45.1949333,38
6347,2015,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1374,30.0,26.0,34.0,36.0,,,,5.710399499999999,45.1949333,38
6348,2015,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1666,51.0,15.0,26.0,60.0,,,,5.710399499999999,45.1949333,38
6349,2015,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,669.0,4.0,25.0,50.0,3.0,,,,5.710399499999999,45.1949333,38
6350,2015,tsi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,54,2.0,0.0,0.0,2.0,,,,5.710399499999999,45.1949333,38
6351,2016,tsi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,73.0,3.0,33.3,0.0,2.0,,,,5.710399499999999,45.1949333,38
6352,2016,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1251.0,50.0,22.0,20.0,45.0,,,,5.710399499999999,45.1949333,38
6353,2016,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,496.0,7.0,14.3,14.3,3.0,,,,5.710399499999999,45.1949333,38
6354,2016,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1594.0,53.0,26.4,34.0,58.0,,,,5.710399499999999,45.1949333,38
6355,2016,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1229.0,36.0,19.4,33.3,35.0,,,,5.710399499999999,45.1949333,38
6356,2009,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,2031,49.0,20.0,19.0,60.0,,,,5.710399499999999,45.1949333,38
6357,2009,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1725,47.0,12.0,28.0,44.0,,,,5.710399499999999,45.1949333,38
6358,2009,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,567.0,4.0,25.0,0.0,3.0,,,,5.710399499999999,45.1949333,38
6359,2009,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1540,38.0,15.0,24.0,42.0,,,,5.710399499999999,45.1949333,38
6360,2020,pc,CCINP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,31.0,25.8,29.0,34.0,,1269.0,1190.0,5.710399499999999,45.1949333,38
6361,2020,psi,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,41.0,14.6,12.2,43.0,,1528.0,1358.0,5.710399499999999,45.1949333,38
6362,2020,mp,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,54.0,22.2,29.6,56.0,,1798.0,1712.0,5.710399499999999,45.1949333,38
6363,2020,pt,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,6.0,0.0,16.7,5.0,,632.0,575.0,5.710399499999999,45.1949333,38
6364,2020,tsi,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,2.0,0.0,0.0,2.0,,75.0,75.0,5.710399499999999,45.1949333,38
6365,2019,psi,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,38.0,23.7,15.8,45.0,,1232.0,1127.0,5.710399499999999,45.1949333,38
6366,2019,mp,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,48.0,22.9,14.6,58.0,,1334.0,1241.0,5.710399499999999,45.1949333,38
6367,2019,pt,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,4.0,0.0,0.0,3.0,,395.0,409.0,5.710399499999999,45.1949333,38
6368,2019,tsi,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,4.0,0.0,0.0,2.0,,89.0,92.0,5.710399499999999,45.1949333,38
6369,2019,pc,CCINP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,32.0,25.0,34.4,35.0,,969.0,947.0,5.710399499999999,45.1949333,38
6370,2010,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1548,41.0,9.0,20.0,44,,,,5.710399499999999,45.1949333,38
6371,2010,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1627,29.0,27.0,21.0,44,,,,5.710399499999999,45.1949333,38
6372,2010,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,311.0,3.0,0.0,34.0,3,,,,5.710399499999999,45.1949333,38
6373,2010,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1914,48.0,27.0,30.0,58,,,,5.710399499999999,45.1949333,38
6374,2017,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,438.0,3.0,0.0,0.0,3,,,,5.710399499999999,45.1949333,38
6375,2017,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1229.0,30.0,16.7,16.7,35,,,,5.710399499999999,45.1949333,38
6376,2017,tsi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,103.0,3.0,0.0,66.7,2,,,,5.710399499999999,45.1949333,38
6377,2017,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1356.0,44.0,11.4,25.0,45,,,,5.710399499999999,45.1949333,38
6378,2017,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,1767.0,48.0,22.9,29.2,58,,,,5.710399499999999,45.1949333,38
6379,2018,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,4.0,0.0,0.0,3,,388.0,343.0,5.710399499999999,45.1949333,38
6380,2018,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,29.0,27.6,20.7,35,,1018.0,930.0,5.710399499999999,45.1949333,38
6381,2018,tsi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,4.0,0.0,0.0,2,,50.0,49.0,5.710399499999999,45.1949333,38
6382,2018,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,49.0,26.5,30.6,58,,1429.0,1366.0,5.710399499999999,45.1949333,38
6383,2018,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,41.0,24.4,29.3,45,,963.0,888.0,5.710399499999999,45.1949333,38
6384,2021,psi,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,39.0,5.1,10.3,43,,1300.0,1222.0,5.710399499999999,45.1949333,38
6385,2021,mp,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,60.0,28.3,25.0,56,,1539.0,1494.0,5.710399499999999,45.1949333,38
6386,2021,tsi,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,3.0,66.7,0.0,2,,56.0,56.0,5.710399499999999,45.1949333,38
6387,2021,pc,CCINP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,38.0,23.7,23.7,34.0,,1195.0,1137.0,5.710399499999999,45.1949333,38
6388,2021,pt,CONCOURS COMMUN INP,Grenoble INP-Phelma (Physique Electronique Télécoms),,,,,,,,,,,6.0,16.7,0.0,5,,527.0,485.0,5.710399499999999,45.1949333,38
6389,2011,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,800,21.0,4.0,29.0,25.0,,,,5.768265899999999,45.1934574,38
6390,2011,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,319.0,7.0,0.0,0.0,5.0,,,,5.768265899999999,45.1934574,38
6391,2011,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,954,106.0,17.0,36.0,110.0,,,,5.768265899999999,45.1934574,38
6392,2011,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,685,14.0,14.0,65.0,15.0,,,,5.768265899999999,45.1934574,38
6393,2012,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,700,17.0,35.0,18.0,20.0,,,,5.768265899999999,45.1934574,38
6394,2012,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,999,89.0,13.0,30.0,115.0,,,,5.768265899999999,45.1934574,38
6395,2012,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,780,12.0,33.0,50.0,15.0,,,,5.768265899999999,45.1934574,38
6396,2012,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,242.0,6.0,0.0,34.0,5.0,,,,5.768265899999999,45.1934574,38
6397,2013,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,992,115.0,16.0,44.0,115.0,,,,5.768265899999999,45.1934574,38
6398,2013,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,714,17.0,23.0,36.0,15.0,,,,5.768265899999999,45.1934574,38
6399,2013,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,574.0,10.0,0.0,0.0,10.0,,,,5.768265899999999,45.1934574,38
6400,2013,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,793,15.0,26.0,67.0,15.0,,,,5.768265899999999,45.1934574,38
6401,2014,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,1056,116.0,14.0,34.0,115.0,,,,5.768265899999999,45.1934574,38
6402,2014,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,697,17.0,5.0,6.0,15.0,,,,5.768265899999999,45.1934574,38
6403,2014,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,459.0,9.0,0.0,0.0,10.0,,,,5.768265899999999,45.1934574,38
6404,2014,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,795,14.0,21.0,50.0,15.0,,,,5.768265899999999,45.1934574,38
6405,2015,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,649,17.0,5.0,18.0,15.0,,,,5.768265899999999,45.1934574,38
6406,2015,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,781,15.0,20.0,34.0,15.0,,,,5.768265899999999,45.1934574,38
6407,2015,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,965,120.0,19.0,40.0,115.0,,,,5.768265899999999,45.1934574,38
6408,2015,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,601.0,14.0,7.0,22.0,10.0,,,,5.768265899999999,45.1934574,38
6409,2016,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,563.0,14.0,7.1,14.3,10.0,,,,5.768265899999999,45.1934574,38
6410,2016,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,366.0,11.0,9.1,18.2,10.0,,,,5.768265899999999,45.1934574,38
6411,2016,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,1068.0,116.0,15.5,35.3,120.0,,,,5.768265899999999,45.1934574,38
6412,2016,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,871.0,10.0,20.0,40.0,10.0,,,,5.768265899999999,45.1934574,38
6413,2009,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,944,99.0,13.0,26.0,110.0,,,,5.768265899999999,45.1934574,38
6414,2009,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,864,18.0,0.0,23.0,20.0,,,,5.768265899999999,45.1934574,38
6415,2009,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,268.0,6.0,0.0,0.0,5.0,,,,5.768265899999999,45.1934574,38
6416,2009,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,745,22.0,22.0,32.0,25.0,,,,5.768265899999999,45.1934574,38
6417,2020,pc,CCINP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,,10.0,50.0,40.0,10.0,,631.0,564.0,5.768265899999999,45.1934574,38
6418,2020,psi,CONCOURS COMMUN INP,Grenoble INP-ENSIMAG,,,,,,,,,,,13.0,15.4,23.1,10.0,,612.0,554.0,5.768265899999999,45.1934574,38
6419,2020,mp,CONCOURS COMMUN INP,Grenoble INP-ENSIMAG,,,,,,,,,,,134.0,11.9,22.4,125.0,,867.0,809.0,5.768265899999999,45.1934574,38
6420,2020,pt,CONCOURS COMMUN INP,Grenoble INP-ENSIMAG,,,,,,,,,,,15.0,0.0,6.7,10.0,,224.0,230.0,5.768265899999999,45.1934574,38
6421,2008,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,918,108.0,14.0,27.0,110.0,,,,5.768265899999999,45.1934574,38
6422,2008,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,241.0,4.0,0.0,25.0,5.0,,,,5.768265899999999,45.1934574,38
6423,2008,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,754,18.0,16.0,39.0,20.0,,,,5.768265899999999,45.1934574,38
6424,2008,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,790,23.0,21.0,18.0,25.0,,,,5.768265899999999,45.1934574,38
6425,2019,psi,CONCOURS COMMUN INP,Grenoble INP-ENSIMAG,,,,,,,,,,,12.0,16.7,8.3,10.0,,414.0,367.0,5.768265899999999,45.1934574,38
6426,2019,mp,CONCOURS COMMUN INP,Grenoble INP-ENSIMAG,,,,,,,,,,,124.0,11.3,20.2,125.0,,614.0,589.0,5.768265899999999,45.1934574,38
6427,2019,pt,CONCOURS COMMUN INP,Grenoble INP-ENSIMAG,,,,,,,,,,,13.0,0.0,7.7,10.0,,174.0,175.0,5.768265899999999,45.1934574,38
6428,2019,pc,CCINP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,,10.0,50.0,40.0,10.0,,457.0,465.0,5.768265899999999,45.1934574,38
6429,2010,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,732,24.0,12.0,46.0,25,,,,5.768265899999999,45.1934574,38
6430,2010,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,810,18.0,16.0,67.0,20,,,,5.768265899999999,45.1934574,38
6431,2010,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,290.0,5.0,0.0,0.0,5,,,,5.768265899999999,45.1934574,38
6432,2010,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,912,114.0,18.0,30.0,110,,,,5.768265899999999,45.1934574,38
6433,2017,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,322.0,10.0,0.0,10.0,10,,,,5.768265899999999,45.1934574,38
6434,2017,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,782.0,13.0,30.8,38.5,10,,,,5.768265899999999,45.1934574,38
6435,2017,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,599.0,12.0,25.0,0.0,10,,,,5.768265899999999,45.1934574,38
6436,2017,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,997.0,120.0,15.0,30.0,120,,,,5.768265899999999,45.1934574,38
6437,2018,pt,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,,12.0,0.0,8.3,10,,271.0,266.0,5.768265899999999,45.1934574,38
6438,2018,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,,11.0,27.3,27.3,10,,524.0,526.0,5.768265899999999,45.1934574,38
6439,2018,mp,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,,134.0,13.4,21.6,120,,605.0,559.0,5.768265899999999,45.1934574,38
6440,2018,psi,CONCOURS COMMUNS POLYTECHNIQUES,Grenoble INP-ENSIMAG,,,,,,,,,,,14.0,7.1,42.9,10,,333.0,328.0,5.768265899999999,45.1934574,38
6441,2021,psi,CONCOURS COMMUN INP,Grenoble INP-ENSIMAG,,,,,,,,,,,9.0,11.1,22.2,10,,506.0,474.0,5.768265899999999,45.1934574,38
6442,2021,mp,CONCOURS COMMUN INP,Grenoble INP-ENSIMAG,,,,,,,,,,,131.0,16.0,23.7,125,,742.0,697.0,5.768265899999999,45.1934574,38
6443,2021,pc,CCINP : ECOLES RECRUTANT SUR LE CONCOURS PHYSIQUE,Grenoble INP-ENSIMAG,,,,,,,,,,,9.0,11.1,44.4,10.0,,366.0,371.0,5.768265899999999,45.1934574,38
6444,2021,pt,CONCOURS COMMUN INP,Grenoble INP-ENSIMAG,,,,,,,,,,,13.0,7.7,15.4,10,,295.0,272.0,5.768265899999999,45.1934574,38
6445,2011,psi,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,2352,4.0,75.0,0.0,5.0,,,,6.179947200000001,48.69961139999999,54
6446,2011,mp,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,3438,11.0,63.0,19.0,10.0,,,,6.179947200000001,48.69961139999999,54
6447,2011,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSIC Nancy,,,,,,,,,,1597,54.0,48.0,25.0,65.0,,,,6.179947200000001,48.69961139999999,54
6448,2012,psi,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,2225,2.0,50.0,50.0,5.0,,,,6.179947200000001,48.69961139999999,54
6449,2012,mp,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,3640,5.0,40.0,40.0,10.0,,,,6.179947200000001,48.69961139999999,54
6450,2012,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSIC Nancy,,,,,,,,,,2136,59.0,52.0,36.0,65.0,,,,6.179947200000001,48.69961139999999,54
6451,2013,mp,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,3744,12.0,58.0,42.0,10.0,,,,6.179947200000001,48.69961139999999,54
6452,2013,psi,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,2840,4.0,50.0,25.0,5.0,,,,6.179947200000001,48.69961139999999,54
6453,2013,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSIC Nancy,,,,,,,,,,2092,53.0,49.0,16.0,60.0,,,,6.179947200000001,48.69961139999999,54
6454,2014,mp,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,3318,1.0,0.0,0.0,10.0,,,,6.179947200000001,48.69961139999999,54
6455,2014,psi,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,2222,2.0,100.0,0.0,5.0,,,,6.179947200000001,48.69961139999999,54
6456,2014,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSIC Nancy,,,,,,,,,,2112,43.0,48.0,21.0,60.0,,,,6.179947200000001,48.69961139999999,54
6457,2014,bcpst,PC BIO,ENSIC Nancy,,,,,,,,,,597.0,4.0,75.0,50.0,5.0,,,,6.179947200000001,48.69961139999999,54
6458,2015,psi,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,2723,6.0,50.0,67.0,5.0,,,,6.179947200000001,48.69961139999999,54
6459,2015,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSIC Nancy,,,,,,,,,,2249,46.0,56.0,18.0,50.0,,,,6.179947200000001,48.69961139999999,54
6460,2015,bcpst,PC BIO,ENSIC Nancy,,,,,,,,,,539.0,6.0,83.0,34.0,5.0,,,,6.179947200000001,48.69961139999999,54
6461,2015,mp,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,3171,2.0,50.0,0.0,5.0,,,,6.179947200000001,48.69961139999999,54
6462,2006,mp,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,1960.0,7.0,28.0,29.0,10.0,,,,6.179947200000001,48.69961139999999,54
6463,2006,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSIC Nancy,,,,,,,,,,1150.0,65.0,49.0,20.0,65.0,,,,6.179947200000001,48.69961139999999,54
6464,2006,psi,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,1499.0,5.0,40.0,40.0,5.0,,,,6.179947200000001,48.69961139999999,54
6465,2016,psi,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,2777.0,4.0,50.0,25.0,7.0,,,,6.179947200000001,48.69961139999999,54
6466,2016,bcpst,PC BIO,ENSIC Nancy,,,,,,,,,,572.0,3.0,66.7,66.7,7.0,,,,6.179947200000001,48.69961139999999,54
6467,2016,mp,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,3396.0,4.0,75.0,25.0,5.0,,,,6.179947200000001,48.69961139999999,54
6468,2016,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSIC Nancy,,,,,,,,,,2266.0,39.0,53.8,23.1,50.0,,,,6.179947200000001,48.69961139999999,54
6469,2009,mp,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,2331,8.0,100.0,13.0,10.0,,,,6.179947200000001,48.69961139999999,54
6470,2009,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSIC Nancy,,,,,,,,,,1296,58.0,51.0,21.0,65.0,,,,6.179947200000001,48.69961139999999,54
6471,2009,psi,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,1740,5.0,60.0,20.0,5.0,,,,6.179947200000001,48.69961139999999,54
6472,2003,PC,CCP : ECOLES DE CHIMIE,ENSIC Nancy,,,,,,,,,,,71.0,55.0,25.0,70.0,1583.0,,,6.179947200000001,48.69961139999999,54
6473,2003,MP,CONC. COMM. POLYTECHNIQUE,ENSIC Nancy,,,,,,,,,,,8.0,50.0,12.0,10.0,2702.0,,,6.179947200000001,48.69961139999999,54
6474,2003,PSI,CONC. COMM. POLYTECHNIQUE,ENSIC Nancy,,,,,,,,,,,0.0,0.0,0.0,10.0,1953.0,,,6.179947200000001,48.69961139999999,54
6475,2008,mp,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,2298,5.0,40.0,40.0,10.0,,,,6.179947200000001,48.69961139999999,54
6476,2008,pc,CCP : ECOLES RECRUTANT SUR LE CONCOURS CHIMIE,ENSIC Nancy,,,,,,,,,,1074,67.0,49.0,33.0,65.0,,,,6.179947200000001,48.69961139999999,54
6477,2008,psi,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,1634,1.0,0.0,100.0,5.0,,,,6.179947200000001,48.69961139999999,54
6478,2007,PSI,CONCOURS COMMUNS POLYTECHNIQUES,ENSIC Nancy,,,,,,,,,,1232.0,2.0,50.0,50.0,5.0,,,,6.179947200000001,48.69961139999999,54
